Timestamp,DeviceId,DeviceName,ActionType,FileName,FolderPath,SHA1,SHA256,MD5,FileSize,AccountDomain,AccountName,AccountSid,RemoteUrl,ProcessId,ProcessCommandLine,ProcessCreationTime,ProcessTokenElevation,LogonId,LocalIP,LocalPort,FileOriginUrl,FileOriginIP,InitiatingProcessSHA1,InitiatingProcessSHA256,InitiatingProcessMD5,InitiatingProcessFileName,InitiatingProcessFileSize,InitiatingProcessFolderPath,InitiatingProcessId,InitiatingProcessCommandLine,InitiatingProcessCreationTime,InitiatingProcessAccountDomain,InitiatingProcessAccountName,InitiatingProcessAccountSid,InitiatingProcessVersionInfoCompanyName,InitiatingProcessVersionInfoProductName,InitiatingProcessVersionInfoProductVersion,InitiatingProcessVersionInfoInternalFileName,InitiatingProcessVersionInfoOriginalFileName,InitiatingProcessVersionInfoFileDescription,InitiatingProcessParentId,InitiatingProcessParentFileName,InitiatingProcessParentCreationTime,InitiatingProcessLogonId,ReportId,AdditionalFields,InitiatingProcessSessionId,IsInitiatingProcessRemoteSession,InitiatingProcessRemoteSessionIP,CreatedProcessSessionId,IsProcessRemoteSession,ProcessRemoteSessionDeviceName,ProcessRemoteSessionIP,InitiatingProcessUniqueId
"Oct 9, 2024 2:39:30 PM",519c3f1d95fc1de87e9e09a9884365b64c2fe50e,dc01,GetClipboardData,,,,,,,,,,,,,Invalid date,,,,,,,4490732cbe530d9f0d52bae029444b50e1cb5057,b5050e0661db175ca19cec51930637184cb01c8c6683633aee168d56f273ac08,ce1e7afe7a17be31473db3cb84d4e806,explorer.exe,4839992,c:\windows\explorer.exe,5560,Explorer.EXE,"Oct 9, 2024 2:36:30 PM",dc01,alice,S-1-5-21-827617619-716324038-3096087224-500,Microsoft Corporation,Microsoft® Windows® Operating System,10.0.20348.2582,explorer,EXPLORER.EXE,Windows Explorer,5536,userinit.exe,"Oct 9, 2024 2:36:30 PM",0,70,,2,1,10.46.20.243,,0,,,2533274790396059
"Oct 9, 2024 2:39:30 PM",519c3f1d95fc1de87e9e09a9884365b64c2fe50e,dc01,GetClipboardData,,,,,,,,,,,,,Invalid date,,,,,,,4490732cbe530d9f0d52bae029444b50e1cb5057,b5050e0661db175ca19cec51930637184cb01c8c6683633aee168d56f273ac08,ce1e7afe7a17be31473db3cb84d4e806,explorer.exe,4839992,c:\windows\explorer.exe,5560,Explorer.EXE,"Oct 9, 2024 2:36:30 PM",dc01,alice,S-1-5-21-827617619-716324038-3096087224-500,Microsoft Corporation,Microsoft® Windows® Operating System,10.0.20348.2582,explorer,EXPLORER.EXE,Windows Explorer,5536,userinit.exe,"Oct 9, 2024 2:36:30 PM",0,73,,2,1,10.46.20.243,,0,,,2533274790396059
"Oct 9, 2024 2:39:37 PM",519c3f1d95fc1de87e9e09a9884365b64c2fe50e,dc01,NtProtectVirtualMemoryApiCall,,,,,,,,,,,,,Invalid date,,,,,,,a2d8d23854e33984c08dcf8b03edc619c9c5ec69,75d6634a676fb0bea5bfd8d424e2bd4f685f3885853637ea143b2671a3bb76e9,0bc8a4cd1e07390bafd741e1fc0399a3,powershell.exe,450560,c:\windows\system32\windowspowershell\v1.0\powershell.exe,3560,"powershell.exe -ExecutionPolicy AllSigned -NoProfile -NonInteractive -Command ""& {$OutputEncoding = [Console]::OutputEncoding =[System.Text.Encoding]::UTF8;$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8779.11555993.0.11555993-d8f1c0832a619aeafd11e01c306a1c0e09068631\05f2c576-9ed5-41eb-9b1e-1b653eebfdff.ps1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8779.11555993.0.11555993-d8f1c0832a619aeafd11e01c306a1c0e09068631\05f2c576-9ed5-41eb-9b1e-1b653eebfdff.ps1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq '36b5bd469b62b12bfa2b12eb5f1977ae00305ddc7bbc7dd11514933793bbe095')) { exit 323;}; . 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8779.11555993.0.11555993-d8f1c0832a619aeafd11e01c306a1c0e09068631\05f2c576-9ed5-41eb-9b1e-1b653eebfdff.ps1' }""","Oct 9, 2024 2:39:36 PM",nt authority,system,S-1-5-18,Microsoft Corporation,Microsoft® Windows® Operating System,10.0.20348.2340,POWERSHELL,PowerShell.EXE,Windows PowerShell,2204,SenseIR.exe,"Oct 9, 2024 2:39:25 PM",999,146,,0,0,,,0,,,2533274790396198
"Oct 9, 2024 2:39:37 PM",519c3f1d95fc1de87e9e09a9884365b64c2fe50e,dc01,NtProtectVirtualMemoryApiCall,,,,,,,,,,,,,Invalid date,,,,,,,a2d8d23854e33984c08dcf8b03edc619c9c5ec69,75d6634a676fb0bea5bfd8d424e2bd4f685f3885853637ea143b2671a3bb76e9,0bc8a4cd1e07390bafd741e1fc0399a3,powershell.exe,450560,c:\windows\system32\windowspowershell\v1.0\powershell.exe,3560,"powershell.exe -ExecutionPolicy AllSigned -NoProfile -NonInteractive -Command ""& {$OutputEncoding = [Console]::OutputEncoding =[System.Text.Encoding]::UTF8;$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8779.11555993.0.11555993-d8f1c0832a619aeafd11e01c306a1c0e09068631\05f2c576-9ed5-41eb-9b1e-1b653eebfdff.ps1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8779.11555993.0.11555993-d8f1c0832a619aeafd11e01c306a1c0e09068631\05f2c576-9ed5-41eb-9b1e-1b653eebfdff.ps1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq '36b5bd469b62b12bfa2b12eb5f1977ae00305ddc7bbc7dd11514933793bbe095')) { exit 323;}; . 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8779.11555993.0.11555993-d8f1c0832a619aeafd11e01c306a1c0e09068631\05f2c576-9ed5-41eb-9b1e-1b653eebfdff.ps1' }""","Oct 9, 2024 2:39:36 PM",nt authority,system,S-1-5-18,Microsoft Corporation,Microsoft® Windows® Operating System,10.0.20348.2340,POWERSHELL,PowerShell.EXE,Windows PowerShell,2204,SenseIR.exe,"Oct 9, 2024 2:39:25 PM",999,147,,0,0,,,0,,,2533274790396198
"Oct 9, 2024 2:39:37 PM",519c3f1d95fc1de87e9e09a9884365b64c2fe50e,dc01,NtProtectVirtualMemoryApiCall,,,,,,,,,,,,,Invalid date,,,,,,,a2d8d23854e33984c08dcf8b03edc619c9c5ec69,75d6634a676fb0bea5bfd8d424e2bd4f685f3885853637ea143b2671a3bb76e9,0bc8a4cd1e07390bafd741e1fc0399a3,powershell.exe,450560,c:\windows\system32\windowspowershell\v1.0\powershell.exe,3560,"powershell.exe -ExecutionPolicy AllSigned -NoProfile -NonInteractive -Command ""& {$OutputEncoding = [Console]::OutputEncoding =[System.Text.Encoding]::UTF8;$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8779.11555993.0.11555993-d8f1c0832a619aeafd11e01c306a1c0e09068631\05f2c576-9ed5-41eb-9b1e-1b653eebfdff.ps1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8779.11555993.0.11555993-d8f1c0832a619aeafd11e01c306a1c0e09068631\05f2c576-9ed5-41eb-9b1e-1b653eebfdff.ps1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq '36b5bd469b62b12bfa2b12eb5f1977ae00305ddc7bbc7dd11514933793bbe095')) { exit 323;}; . 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8779.11555993.0.11555993-d8f1c0832a619aeafd11e01c306a1c0e09068631\05f2c576-9ed5-41eb-9b1e-1b653eebfdff.ps1' }""","Oct 9, 2024 2:39:36 PM",nt authority,system,S-1-5-18,Microsoft Corporation,Microsoft® Windows® Operating System,10.0.20348.2340,POWERSHELL,PowerShell.EXE,Windows PowerShell,2204,SenseIR.exe,"Oct 9, 2024 2:39:25 PM",999,148,,0,0,,,0,,,2533274790396198
"Oct 9, 2024 2:39:37 PM",519c3f1d95fc1de87e9e09a9884365b64c2fe50e,dc01,NtProtectVirtualMemoryApiCall,,,,,,,,,,,,,Invalid date,,,,,,,a2d8d23854e33984c08dcf8b03edc619c9c5ec69,75d6634a676fb0bea5bfd8d424e2bd4f685f3885853637ea143b2671a3bb76e9,0bc8a4cd1e07390bafd741e1fc0399a3,powershell.exe,450560,c:\windows\system32\windowspowershell\v1.0\powershell.exe,3560,"powershell.exe -ExecutionPolicy AllSigned -NoProfile -NonInteractive -Command ""& {$OutputEncoding = [Console]::OutputEncoding =[System.Text.Encoding]::UTF8;$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8779.11555993.0.11555993-d8f1c0832a619aeafd11e01c306a1c0e09068631\05f2c576-9ed5-41eb-9b1e-1b653eebfdff.ps1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8779.11555993.0.11555993-d8f1c0832a619aeafd11e01c306a1c0e09068631\05f2c576-9ed5-41eb-9b1e-1b653eebfdff.ps1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq '36b5bd469b62b12bfa2b12eb5f1977ae00305ddc7bbc7dd11514933793bbe095')) { exit 323;}; . 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8779.11555993.0.11555993-d8f1c0832a619aeafd11e01c306a1c0e09068631\05f2c576-9ed5-41eb-9b1e-1b653eebfdff.ps1' }""","Oct 9, 2024 2:39:36 PM",nt authority,system,S-1-5-18,Microsoft Corporation,Microsoft® Windows® Operating System,10.0.20348.2340,POWERSHELL,PowerShell.EXE,Windows PowerShell,2204,SenseIR.exe,"Oct 9, 2024 2:39:25 PM",999,149,,0,0,,,0,,,2533274790396198
"Oct 9, 2024 2:39:37 PM",519c3f1d95fc1de87e9e09a9884365b64c2fe50e,dc01,NtProtectVirtualMemoryApiCall,,,,,,,,,,,,,Invalid date,,,,,,,a2d8d23854e33984c08dcf8b03edc619c9c5ec69,75d6634a676fb0bea5bfd8d424e2bd4f685f3885853637ea143b2671a3bb76e9,0bc8a4cd1e07390bafd741e1fc0399a3,powershell.exe,450560,c:\windows\system32\windowspowershell\v1.0\powershell.exe,3560,"powershell.exe -ExecutionPolicy AllSigned -NoProfile -NonInteractive -Command ""& {$OutputEncoding = [Console]::OutputEncoding =[System.Text.Encoding]::UTF8;$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8779.11555993.0.11555993-d8f1c0832a619aeafd11e01c306a1c0e09068631\05f2c576-9ed5-41eb-9b1e-1b653eebfdff.ps1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8779.11555993.0.11555993-d8f1c0832a619aeafd11e01c306a1c0e09068631\05f2c576-9ed5-41eb-9b1e-1b653eebfdff.ps1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq '36b5bd469b62b12bfa2b12eb5f1977ae00305ddc7bbc7dd11514933793bbe095')) { exit 323;}; . 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8779.11555993.0.11555993-d8f1c0832a619aeafd11e01c306a1c0e09068631\05f2c576-9ed5-41eb-9b1e-1b653eebfdff.ps1' }""","Oct 9, 2024 2:39:36 PM",nt authority,system,S-1-5-18,Microsoft Corporation,Microsoft® Windows® Operating System,10.0.20348.2340,POWERSHELL,PowerShell.EXE,Windows PowerShell,2204,SenseIR.exe,"Oct 9, 2024 2:39:25 PM",999,150,,0,0,,,0,,,2533274790396198
"Oct 9, 2024 2:39:37 PM",519c3f1d95fc1de87e9e09a9884365b64c2fe50e,dc01,NtProtectVirtualMemoryApiCall,,,,,,,,,,,,,Invalid date,,,,,,,a2d8d23854e33984c08dcf8b03edc619c9c5ec69,75d6634a676fb0bea5bfd8d424e2bd4f685f3885853637ea143b2671a3bb76e9,0bc8a4cd1e07390bafd741e1fc0399a3,powershell.exe,450560,c:\windows\system32\windowspowershell\v1.0\powershell.exe,3560,"powershell.exe -ExecutionPolicy AllSigned -NoProfile -NonInteractive -Command ""& {$OutputEncoding = [Console]::OutputEncoding =[System.Text.Encoding]::UTF8;$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8779.11555993.0.11555993-d8f1c0832a619aeafd11e01c306a1c0e09068631\05f2c576-9ed5-41eb-9b1e-1b653eebfdff.ps1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8779.11555993.0.11555993-d8f1c0832a619aeafd11e01c306a1c0e09068631\05f2c576-9ed5-41eb-9b1e-1b653eebfdff.ps1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq '36b5bd469b62b12bfa2b12eb5f1977ae00305ddc7bbc7dd11514933793bbe095')) { exit 323;}; . 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8779.11555993.0.11555993-d8f1c0832a619aeafd11e01c306a1c0e09068631\05f2c576-9ed5-41eb-9b1e-1b653eebfdff.ps1' }""","Oct 9, 2024 2:39:36 PM",nt authority,system,S-1-5-18,Microsoft Corporation,Microsoft® Windows® Operating System,10.0.20348.2340,POWERSHELL,PowerShell.EXE,Windows PowerShell,2204,SenseIR.exe,"Oct 9, 2024 2:39:25 PM",999,151,,0,0,,,0,,,2533274790396198
"Oct 9, 2024 2:39:37 PM",519c3f1d95fc1de87e9e09a9884365b64c2fe50e,dc01,NtProtectVirtualMemoryApiCall,,,,,,,,,,,,,Invalid date,,,,,,,a2d8d23854e33984c08dcf8b03edc619c9c5ec69,75d6634a676fb0bea5bfd8d424e2bd4f685f3885853637ea143b2671a3bb76e9,0bc8a4cd1e07390bafd741e1fc0399a3,powershell.exe,450560,c:\windows\system32\windowspowershell\v1.0\powershell.exe,3560,"powershell.exe -ExecutionPolicy AllSigned -NoProfile -NonInteractive -Command ""& {$OutputEncoding = [Console]::OutputEncoding =[System.Text.Encoding]::UTF8;$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8779.11555993.0.11555993-d8f1c0832a619aeafd11e01c306a1c0e09068631\05f2c576-9ed5-41eb-9b1e-1b653eebfdff.ps1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8779.11555993.0.11555993-d8f1c0832a619aeafd11e01c306a1c0e09068631\05f2c576-9ed5-41eb-9b1e-1b653eebfdff.ps1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq '36b5bd469b62b12bfa2b12eb5f1977ae00305ddc7bbc7dd11514933793bbe095')) { exit 323;}; . 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8779.11555993.0.11555993-d8f1c0832a619aeafd11e01c306a1c0e09068631\05f2c576-9ed5-41eb-9b1e-1b653eebfdff.ps1' }""","Oct 9, 2024 2:39:36 PM",nt authority,system,S-1-5-18,Microsoft Corporation,Microsoft® Windows® Operating System,10.0.20348.2340,POWERSHELL,PowerShell.EXE,Windows PowerShell,2204,SenseIR.exe,"Oct 9, 2024 2:39:25 PM",999,152,,0,0,,,0,,,2533274790396198
"Oct 9, 2024 2:39:37 PM",519c3f1d95fc1de87e9e09a9884365b64c2fe50e,dc01,NtProtectVirtualMemoryApiCall,,,,,,,,,,,,,Invalid date,,,,,,,a2d8d23854e33984c08dcf8b03edc619c9c5ec69,75d6634a676fb0bea5bfd8d424e2bd4f685f3885853637ea143b2671a3bb76e9,0bc8a4cd1e07390bafd741e1fc0399a3,powershell.exe,450560,c:\windows\system32\windowspowershell\v1.0\powershell.exe,3560,"powershell.exe -ExecutionPolicy AllSigned -NoProfile -NonInteractive -Command ""& {$OutputEncoding = [Console]::OutputEncoding =[System.Text.Encoding]::UTF8;$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8779.11555993.0.11555993-d8f1c0832a619aeafd11e01c306a1c0e09068631\05f2c576-9ed5-41eb-9b1e-1b653eebfdff.ps1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8779.11555993.0.11555993-d8f1c0832a619aeafd11e01c306a1c0e09068631\05f2c576-9ed5-41eb-9b1e-1b653eebfdff.ps1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq '36b5bd469b62b12bfa2b12eb5f1977ae00305ddc7bbc7dd11514933793bbe095')) { exit 323;}; . 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8779.11555993.0.11555993-d8f1c0832a619aeafd11e01c306a1c0e09068631\05f2c576-9ed5-41eb-9b1e-1b653eebfdff.ps1' }""","Oct 9, 2024 2:39:36 PM",nt authority,system,S-1-5-18,Microsoft Corporation,Microsoft® Windows® Operating System,10.0.20348.2340,POWERSHELL,PowerShell.EXE,Windows PowerShell,2204,SenseIR.exe,"Oct 9, 2024 2:39:25 PM",999,153,,0,0,,,0,,,2533274790396198
